时间,X,原始重量,稳定重量,轴重,su_ad,wpu_x,wpu_y,wpu_z,su_x,su_y,su_z,原始重量_diff,稳定重量_diff,轴重_diff,su_ad_diff,wpu_x_diff,wpu_y_diff,wpu_z_diff,su_x_diff,su_y_diff,su_z_diff,轨迹时间,速度,估计重量,原始重量加速度,稳定重量加速度,原始重量加速度_二阶,稳定重量加速度_二阶
2023-12-17 09:39:23,23 ,-4063,2020,-4375,33161,13662,326,76328,1867,-1010,87720,0,0,0,0,0,0,0,0,0,0,2023-12-17 09:39:28,0,0,0,0,0,0
2023-12-17 09:39:26,26 ,-4175,2020,-4364,33160,13636,327,76355,1867,-1010,87720,-112,0,11,-1,-26,1,27,0,0,0,2023-12-17 09:39:28,0,0,0,0,0,0
2023-12-17 09:39:30,30 ,-4575,2020,-4486,33171,13649,312,76342,1867,-1005,87725,-400,0,-122,11,13,-15,-13,0,5,5,2023-12-17 09:39:38,0,0,0,0,0,0
2023-12-17 09:39:32,32 ,-4330,2020,-4397,33163,13649,314,76342,1867,-999,87731,245,0,89,-8,0,2,0,0,6,6,2023-12-17 09:39:38,0,0,0,0,0,0
2023-12-17 09:39:35,35 ,-4442,2020,-4475,33170,13648,314,76343,1873,-1005,87720,-112,0,-78,7,-1,0,1,6,-6,-11,2023-12-17 09:39:38,0,0,0,0,0,0
2023-12-17 09:39:38,38 ,-4843,2020,-6223,33327,13625,-38,76367,1878,-796,87791,-401,0,-1748,157,-23,-352,24,5,209,71,2023-12-17 09:39:38,0,0,0,0,0,0
2023-12-17 09:39:41,41 ,-4190,2020,-4375,33161,13658,390,76330,1834,-1076,87725,653,0,1848,-166,33,428,-37,-44,-280,-66,2023-12-17 09:39:48,5,0,0,0,0,0
2023-12-17 09:39:44,44 ,-7025,2020,-12881,33925,13797,-1752,76012,1796,351,87604,-2835,0,-8506,764,139,-2142,-318,-38,1427,-121,2023-12-17 09:39:48,5,0,0,0,0,0
2023-12-17 09:39:47,47 ,-10373,2020,-18003,34385,13971,-3537,75467,1719,1757,87099,-3348,0,-5122,460,174,-1785,-545,-77,1406,-505,2023-12-17 09:39:48,5,0,0,0,0,0
2023-12-17 09:39:50,50 ,-18014,2020,-19250,34497,13801,-6229,74744,1944,4400,84896,-7641,0,-1247,112,-170,-2692,-723,225,2643,-2203,2023-12-17 09:39:58,34,0,0,0,0,0
2023-12-17 09:39:53,53 ,4331,2020,-267,32792,12909,-1428,76638,2669,1142,85424,22345,0,18983,-1705,-892,4801,1894,725,-3258,528,2023-12-17 09:39:58,34,0,0,0,0,0
2023-12-17 09:39:56,56 ,-7033,2020,-2104,32957,14395,-2487,75267,1955,2092,85797,-11364,0,-1837,165,1486,-1059,-1371,-714,950,373,2023-12-17 09:39:58,34,0,0,0,0,0
2023-12-17 09:39:59,59 ,-1398,2020,11322,31751,22641,-3136,66971,-4064,4092,82869,5635,0,13426,-1206,8246,-649,-8296,-6019,2000,-2928,2023-12-17 09:40:00,40,0,0,0,0,0
2023-12-17 09:40:02,62 ,22295,2020,9530,31912,24343,-2339,65428,-8679,3015,80095,23693,0,-1792,161,1702,797,-1543,-4615,-1077,-2774,2023-12-17 09:40:12,65,0,0,0,0,0
2023-12-17 09:40:05,65 ,-3841,2020,-6446,33347,14413,-3892,74939,549,3147,84495,-26136,0,-15976,1435,-9930,-1553,9511,9228,132,4400,2023-12-17 09:40:12,65,0,0,0,0,0
2023-12-17 09:40:23,83 ,-11200,2020,-12503,33891,11331,-2486,78354,4773,1142,84611,-7359,0,-6057,544,-3082,1406,3415,4224,-2005,116,2023-12-17 09:40:24,80,0,0,0,0,0
2023-12-17 09:40:26,86 ,-7715,2020,-2950,33033,12099,-903,77814,4163,390,85028,3485,0,9553,-858,768,1583,-540,-610,-752,417,2023-12-17 09:40:33,84,0,0,0,0,0
2023-12-17 09:40:29,89 ,-3328,2020,-1202,32876,14986,-1135,74927,1719,785,86583,4387,0,1748,-157,2887,-232,-2887,-2444,395,1555,2023-12-17 09:40:33,84,0,0,0,0,0
2023-12-17 09:40:32,92 ,-1512,2020,-3284,33063,15147,-1302,74752,983,758,86863,1816,0,-2082,187,161,-167,-175,-736,-27,280,2023-12-17 09:40:33,84,0,0,0,0,0
2023-12-17 09:40:35,95 ,-2449,2020,-4843,33203,14510,-1569,75381,1527,900,86874,-937,0,-1559,140,-637,-267,629,544,142,11,2023-12-17 09:40:43,90,0,0,0,0,0
2023-12-17 09:40:38,98 ,-523,2020,-1914,32940,15512,-483,74462,1290,38,87050,1926,0,2929,-263,1002,1086,-919,-237,-862,176,2023-12-17 09:40:43,90,0,0,0,0,0
2023-12-17 09:40:41,101 ,-968,2020,-4030,33130,15499,-313,74473,1466,-329,86511,-445,0,-2116,190,-13,170,11,176,-367,-539,2023-12-17 09:40:43,90,0,0,0,0,0
2023-12-17 09:40:44,104 ,-3718,2020,-2905,33029,14552,-256,75418,2087,-274,86281,-2750,0,1125,-101,-947,57,945,621,55,-230,2023-12-17 09:40:53,89,0,0,0,0,0
2023-12-17 09:40:47,107 ,45625,2020,30038,30070,16089,-503,73827,2856,2883,78513,49343,0,32943,-2959,1537,-247,-1591,769,3157,-7768,2023-12-17 09:40:53,89,0,0,0,0,0
2023-12-17 09:40:50,110 ,11383,2020,6936,32145,15325,-12,74651,1494,346,84940,-34242,0,-23102,2075,-764,491,824,-1362,-2537,6427,2023-12-17 09:40:53,89,0,0,0,0,0
2023-12-17 09:40:53,113 ,5522,2020,1302,32651,15091,93,74893,1494,-274,86105,-5861,0,-5634,506,-234,105,242,0,-620,1165,2023-12-17 09:40:53,89,0,0,0,0,0
2023-12-17 09:40:56,116 ,-2193,2020,-1503,32903,15551,-125,74435,1213,-296,86050,-7715,0,-2805,252,460,-218,-458,-281,-22,-55,2023-12-17 09:41:03,89,0,0,0,0,0
2023-12-17 09:40:58,118 ,-4664,2020,-5422,33255,14412,-669,75551,1961,-82,86522,-2471,0,-3919,352,-1139,-544,1116,748,214,472,2023-12-17 09:41:03,89,0,0,0,0,0
2023-12-17 09:41:02,122 ,-2104,2020,3384,32464,13128,-896,76824,2828,961,85451,2560,0,8806,-791,-1284,-227,1273,867,1043,-1071,2023-12-17 09:41:03,89,0,0,0,0,0
2023-12-17 09:41:05,125 ,1681,2020,-534,32816,14739,-582,75224,1571,269,85709,3785,0,-3918,352,1611,314,-1600,-1257,-692,258,2023-12-17 09:41:13,90,0,0,0,0,0
2023-12-17 09:41:08,128 ,2716,2020,2471,32546,14805,-411,75163,1543,362,85017,1035,0,3005,-270,66,171,-61,-28,93,-692,2023-12-17 09:41:13,90,0,0,0,0,0
2023-12-17 09:41:11,131 ,2527,2020,901,32687,13611,-19,76367,2307,-181,84188,-189,0,-1570,141,-1194,392,1204,764,-543,-829,2023-12-17 09:41:13,90,0,0,0,0,0
2023-12-17 09:41:14,134 ,-2349,2020,-3707,33101,14151,-216,75824,1961,-390,83792,-4876,0,-4608,414,540,-197,-543,-346,-209,-396,2023-12-17 09:41:23,87,0,0,0,0,0
2023-12-17 09:41:17,137 ,-488,2020,8962,31963,14313,-224,75642,2158,752,82886,1861,0,12669,-1138,162,-8,-182,197,1142,-906,2023-12-17 09:41:23,87,0,0,0,0,0
2023-12-17 09:41:20,140 ,9753,2020,6357,32197,14748,-538,75215,1636,840,85111,10241,0,-2605,234,435,-314,-427,-522,88,2225,2023-12-17 09:41:23,87,0,0,0,0,0
2023-12-17 09:41:23,143 ,1981,2020,-890,32848,14970,55,75010,1823,-428,86539,-7772,0,-7247,651,222,593,-205,187,-1268,1428,2023-12-17 09:41:23,87,0,0,0,0,0
2023-12-17 09:41:26,146 ,-1324,2020,1926,32595,15010,74,74960,1164,-192,86907,-3305,0,2816,-253,40,19,-50,-659,236,368,2023-12-17 09:41:33,78,0,0,0,0,0
2023-12-17 09:41:29,149 ,17001,2020,39546,29216,14635,378,75296,2515,2944,78739,18325,0,37620,-3379,-375,304,336,1351,3136,-8168,2023-12-17 09:41:33,78,0,0,0,0,0
2023-12-17 09:41:38,158 ,-3338,2020,-133,32780,16198,-1646,73676,785,1406,87105,-20339,0,-39679,3564,1563,-2024,-1620,-1730,-1538,8366,2023-12-17 09:41:43,81,0,0,0,0,0
2023-12-17 09:41:44,164 ,-2928,2020,133,32756,14588,-573,75362,1807,324,86737,410,0,266,-24,-1610,1073,1686,1022,-1082,-368,2023-12-17 09:41:53,89,0,0,0,0,0
2023-12-17 09:41:47,167 ,-456,2020,322,32739,14450,-214,75525,2565,-32,85995,2472,0,189,-17,-138,359,163,758,-356,-742,2023-12-17 09:41:53,89,0,30.05833333,0,0.250486111,0
2023-12-17 09:41:50,170 ,10821,2020,12113,31680,14301,1348,75598,2609,-582,84440,11277,0,11791,-1059,-149,1562,73,44,-550,-1555,2023-12-17 09:41:53,89,0,124.9666667,0,1.041388889,0
2023-12-17 09:41:53,173 ,12313,2020,9263,31936,15071,167,74903,1576,373,84287,1492,0,-2850,256,770,-1181,-695,-1033,955,-153,2023-12-17 09:41:53,89,0,140.7333333,0,1.172777778,0
2023-12-17 09:41:56,176 ,2048,2020,523,32721,14441,712,75507,1752,-966,85654,-10265,0,-8740,785,-630,545,604,176,-1339,1367,2023-12-17 09:42:03,90,0,53.15,0,0.442916667,0
2023-12-17 09:41:59,179 ,-2282,2020,211,32749,14140,869,75805,1417,-1153,85451,-4330,0,-312,28,-301,157,298,-335,-187,-203,2023-12-17 09:42:03,90,0,18,0,0.15,0
2023-12-17 09:42:02,182 ,2961,2020,3395,32463,15725,914,74224,499,-933,86220,5243,0,3184,-286,1585,45,-1581,-918,220,769,2023-12-17 09:42:03,90,0,65.03333333,0,0.541944444,0
2023-12-17 09:42:05,185 ,7648,2020,15264,31397,17995,1834,71884,-609,-862,85220,4687,0,11869,-1066,2270,920,-2340,-1108,71,-1000,2023-12-17 09:42:08,84,0,98.65,0,0.822083333,0
2023-12-17 09:42:08,188 ,12525,2020,12046,31686,18110,1537,71803,-1933,-845,85545,4877,0,-3218,289,115,-297,-81,-1324,17,325,2023-12-17 09:42:08,84,0,162.9166667,0,1.357638889,0
2023-12-17 09:42:11,191 ,28780,2020,28702,30190,20142,1600,69774,-2658,554,81551,16255,0,16656,-1496,2032,63,-2029,-725,1399,-3994,2023-12-17 09:42:11,81,0,326.275,0,2.718958333,0
2023-12-17 09:42:17,197 ,20652,2020,8561,31999,16292,-57,73664,214,521,85797,-8128,0,-20141,1809,-3850,-1657,3890,2872,-33,4246,2023-12-17 09:42:19,72,0,322.2166667,0,2.685138889,0
2023-12-17 09:42:20,200 ,4930,2020,5188,32302,19038,-677,70920,-1774,867,86215,-15722,0,-3373,303,2746,-620,-2744,-1988,346,418,2023-12-17 09:42:23,75,0,4.991666667,0,0.041597222,0
2023-12-17 09:42:23,203 ,481,2020,-6635,33364,13598,-1578,76267,2098,741,85896,-4449,0,-11823,1062,-5440,-901,5347,3872,-126,-319,2023-12-17 09:42:23,75,0,62.61666667,0,0.521805556,0
2023-12-17 09:42:26,206 ,-7437,2020,-5711,33281,13219,-1630,76646,2373,884,86440,-7918,0,924,-83,-379,-52,379,275,143,544,2023-12-17 09:42:33,80,0,-50.325,0,-0.419375,0
2023-12-17 09:42:29,209 ,-267,2020,1814,32605,13670,-833,76278,2224,741,85001,7170,0,7525,-676,451,797,-368,-149,-143,-1439,2023-12-17 09:42:33,80,0,-188.0166667,0,-1.566805556,0
2023-12-17 09:42:32,212 ,-3662,2020,-3752,33105,14378,-1326,75526,2285,752,86072,-3395,0,-5566,500,708,-493,-752,61,11,1071,2023-12-17 09:42:33,80,0,1.491666667,0,0.012430556,0
2023-12-17 09:42:35,215 ,1346,2020,3896,32418,14979,-612,74969,1884,697,85913,5008,0,7648,-687,601,714,-557,-401,-55,-159,2023-12-17 09:42:44,88,0,104.55,0,0.87125,0
2023-12-17 09:42:38,218 ,11679,2020,2627,32532,12790,-31,77167,2856,-16,84973,10333,0,-1269,114,-2189,581,2198,972,-713,-940,2023-12-17 09:42:44,88,0,161.6166667,0,1.346805556,0
2023-12-17 09:42:41,221 ,4584,2020,2159,32574,10581,-620,79380,4509,565,82545,-7095,0,-468,42,-2209,-589,2213,1653,581,-2428,2023-12-17 09:42:44,88,0,65.93333333,0,0.549444444,0
2023-12-17 09:42:44,224 ,-10365,2020,-14217,34045,10894,-674,79061,5223,-845,82825,-14949,0,-16376,1471,313,-54,-319,714,-1410,280,2023-12-17 09:42:44,88,0,-73.775,0,-0.614791667,0
2023-12-17 09:42:46,226 ,-1580,2020,3351,32467,14897,611,75030,1944,-604,85599,8785,0,17568,-1578,4003,1285,-4031,-3279,241,2774,2023-12-17 09:42:53,76,0,7.241666667,0,0.060347222,0
2023-12-17 09:42:50,230 ,2215,2020,7170,32124,15391,2339,74336,1285,-2037,85874,3795,0,3819,-343,494,1728,-694,-659,-1433,275,2023-12-17 09:42:53,76,0,22.81666667,0,0.190138889,0
2023-12-17 09:42:56,236 ,12903,2020,6546,32180,15961,1743,73903,-747,-1521,85957,10688,0,-624,56,570,-596,-433,-2032,516,83,2023-12-17 09:42:58,71,0,115.5916667,0,0.963263889,0
2023-12-17 09:43:02,242 ,-5622,2020,-11679,33817,15951,-636,73188,1016,-686,82260,-18525,0,-18225,1637,-10,-2379,-715,1763,835,-3697,2023-12-17 09:43:05,63,0,-15.86666667,0,-0.132222222,0
2023-12-17 09:43:05,245 ,-9338,2020,-11734,33822,13940,-3278,75454,1680,2043,85918,-3716,0,-55,5,-2011,-2642,2266,664,2729,3658,2023-12-17 09:43:05,63,0,-458.025,0,-3.816875,0
2023-12-17 09:43:08,248 ,-10599,2020,-7648,33455,12296,-2632,77347,3268,1724,85534,-1261,0,4086,-367,-1644,646,1893,1588,-319,-384,2023-12-17 09:43:15,57,0,-183.1833333,0,-1.526527778,0
2023-12-17 09:43:11,251 ,-1706,2020,211,32749,11928,896,77952,3740,-1148,85215,8893,0,7859,-706,-368,3528,605,472,-2872,-319,2023-12-17 09:43:15,57,0,-60.23333333,0,-0.501944444,0
2023-12-17 09:43:14,254 ,7570,2020,8617,31994,12665,5304,75922,2389,-4927,83754,9276,0,8406,-755,737,4408,-2030,-1351,-3779,-1461,2023-12-17 09:43:15,57,0,81.35833333,0,0.677986111,0
2023-12-17 09:43:17,257 ,18982,2020,12681,31629,11843,9082,74879,2900,-8437,80705,11412,0,4064,-365,-822,3778,-1043,511,-3510,-3049,2023-12-17 09:43:21,19,0,197.05,0,1.642083333,0
2023-12-17 09:43:20,260 ,12514,2020,6156,32215,8839,9546,76796,4191,-9365,79398,-6468,0,-6525,586,-3004,464,1917,1291,-928,-1307,2023-12-17 09:43:21,19,0,121.8166667,0,1.015138889,0
2023-12-17 09:43:23,263 ,-7625,2020,-13193,33953,11325,1615,78170,3806,-3070,84309,-20139,0,-19349,1738,2486,-7931,1374,-385,6295,4911,2023-12-17 09:43:24,9,0,-77.55,0,-0.64625,0
2023-12-17 09:43:26,266 ,-17769,2020,-22189,34761,10934,-3314,78385,4394,1126,84759,-10144,0,-8996,808,-391,-4929,215,588,4196,450,2023-12-17 09:43:26,17,0,-170.7083333,0,-1.422569444,0
2023-12-17 09:43:29,269 ,-25005,2020,-20396,34600,12478,-6459,75857,3477,4526,83748,-7236,0,1793,-161,1544,-3145,-2528,-917,3400,-1011,2023-12-17 09:43:39,46,0,-229.4333333,0,-1.911944444,0
2023-12-17 09:43:32,272 ,7960,2020,-1803,32930,14067,-2604,75524,2444,2230,84644,32965,0,18593,-1670,1589,3855,-333,-1033,-2296,896,2023-12-17 09:43:39,46,0,85.90833333,0,0.715902778,0
2023-12-17 09:43:35,275 ,3919,2020,-2761,33016,13810,-4662,75298,2422,4251,83331,-4041,0,-958,86,-257,-2058,-226,-22,2021,-1313,2023-12-17 09:43:39,46,0,36.725,0,0.306041667,0
2023-12-17 09:43:41,281 ,6635,2020,4420,32371,14133,-977,75565,2208,1120,84660,2716,0,7181,-645,323,3685,267,-214,-3131,1329,2023-12-17 09:43:46,64,0,-25.98333333,0,-0.216527778,0
2023-12-17 09:43:44,284 ,33757,2020,16099,31322,14504,-3031,75049,2125,4229,78821,27122,0,11679,-1049,371,-2054,-516,-83,3109,-5839,2023-12-17 09:43:46,64,0,264.8,0,2.206666667,0
2023-12-17 09:43:47,287 ,2790,2020,-445,32808,13873,-2555,75845,2235,2301,84836,-30967,0,-16544,1486,-631,476,796,110,-1928,6015,2023-12-17 09:43:56,60,0,34.28333333,0,0.285694444,0
2023-12-17 09:43:50,290 ,2159,2020,2694,32526,14794,-1861,75053,1708,1867,84396,-631,0,3139,-282,921,694,-792,-527,-434,-440,2023-12-17 09:43:56,60,0,-123.6833333,0,-1.030694444,0
2023-12-17 09:43:53,293 ,12269,2020,16845,31255,13206,364,76662,2587,845,83567,10110,0,14151,-1271,-1588,2225,1609,879,-1022,-829,2023-12-17 09:43:56,60,0,130.0583333,0,1.083819444,0
2023-12-17 09:43:56,296 ,23814,2020,10421,31832,12788,8893,74030,2340,-8492,79672,11545,0,-6424,577,-418,8529,-2632,-247,-9337,-3895,2023-12-17 09:43:56,60,0,222.85,0,1.857083333,0
2023-12-17 09:43:59,299 ,-18437,2020,-21499,34699,12508,-2048,76904,2889,-87,85078,-42251,0,-31920,2867,-280,-10941,2874,549,8405,5406,2023-12-17 09:44:06,39,0,-149.8416667,0,-1.499166667,0
2023-12-17 09:44:02,302 ,7370,2020,20040,30968,13515,2264,76072,3587,-763,81985,25807,0,41539,-3731,1007,4312,-832,698,-676,-3093,2023-12-17 09:44:06,39,0,-28.75833333,0,-1.281041667,0
2023-12-17 09:44:05,305 ,15653,2020,11300,31753,13087,5525,75670,2812,-4932,82078,8283,0,-8740,785,-428,3261,-402,-775,-4169,93,2023-12-17 09:44:06,39,0,27.83333333,0,-0.940833333,0
2023-12-17 09:44:08,308 ,4598,2020,4665,32349,13115,4200,76164,2125,-4163,84534,-11055,0,-6635,596,28,-1325,494,-687,769,2456,2023-12-17 09:44:17,17,0,21.25,0,-0.265833333,0
2023-12-17 09:44:20,320 ,-14440,2020,-25017,35015,13525,-4418,75253,2070,1999,85435,-19038,0,-29682,2666,410,-8618,-911,-55,6162,901,2023-12-17 09:44:26,27,0,-101.3166667,0,-0.994305556,0
2023-12-17 09:44:23,323 ,-23447,2020,1759,32610,13510,-3251,75510,1955,3197,84869,-9007,0,26776,-2405,-15,1167,257,-115,1198,-566,2023-12-17 09:44:26,27,0,-220.0666667,0,-2.375833333,0
2023-12-17 09:44:26,326 ,-18838,2020,-14907,34107,11855,-5859,76488,3532,4394,83583,4609,0,-16666,1497,-1655,-2608,978,1577,1197,-1286,2023-12-17 09:44:26,27,0,-220.7166667,0,-2.661388889,0
2023-12-17 09:44:29,329 ,35059,2020,33645,29746,13270,6289,74564,1999,-3702,80013,53897,0,48552,-4361,1415,12148,-1924,-1533,-8096,-3570,2023-12-17 09:44:36,8,0,187.7833333,0,0.207222222,0
2023-12-17 09:44:32,332 ,15204,2020,4854,32332,13812,5931,74679,1450,-5998,82952,-19855,0,-28791,2586,542,-358,115,-549,-2296,2939,2023-12-17 09:44:36,8,0,-113.1333333,0,-3.661736111,0
2023-12-17 09:44:35,335 ,-5730,2020,-8817,33560,13536,1118,76297,1752,-2230,86682,-20934,0,-13671,1228,-276,-4813,1618,302,3768,3730,2023-12-17 09:44:36,8,0,-219.85,0,-4.517222222,0
2023-12-17 09:44:38,338 ,-4987,2020,-311,32796,13324,969,76606,1983,-1301,87357,743,0,8506,-764,-212,-149,309,231,929,675,2023-12-17 09:44:46,0,0,-82.64166667,0,-0.730277778,0
2023-12-17 09:44:41,341 ,-1636,2020,5422,32281,13334,2948,76239,1966,-2828,86303,3351,0,5733,-515,10,1979,-367,-17,-1527,-1054,2023-12-17 09:44:46,0,0,-17.64166667,0,-0.668819444,0
2023-12-17 09:44:44,344 ,-8405,2020,-8394,33522,13517,138,76386,1961,-1170,87269,-6769,0,-13816,1241,183,-2810,147,-5,1658,966,2023-12-17 09:44:46,0,0,-8.066666667,0,0.352152778,0
2023-12-17 09:44:47,347 ,-7125,2020,-6323,33336,13559,-341,76427,1977,-499,87769,1280,0,2071,-186,42,-479,41,16,671,500,2023-12-17 09:44:56,0,0,-57.15,0,1.090555556,0
2023-12-17 09:44:50,350 ,-5756,2020,-5878,33296,13550,-366,76439,1977,-433,87824,1369,0,445,-40,-9,-25,12,0,66,55,2023-12-17 09:44:56,0,0,-17.45,0,-0.157847222,0
2023-12-17 09:44:53,353 ,-5633,2020,-5778,33287,13562,-373,76427,1977,-417,87835,123,0,100,-9,12,-7,-12,0,16,11,2023-12-17 09:44:56,0,0,-58.15833333,0,-1.355902778,0
2023-12-17 09:44:56,356 ,-5593,2020,-5499,33262,13567,-354,76422,1977,-411,87835,40,0,279,-25,5,19,-5,0,6,0,2023-12-17 09:44:56,0,0,-143.9333333,0,-2.54625,0
2023-12-17 09:44:59,359 ,-5722,2020,-5800,33289,13553,-370,76437,1972,-422,87841,-129,0,-301,27,-14,-16,15,-5,-11,6,2023-12-17 09:45:06,0,0,-85.88333333,0,-1.265138889,0
2023-12-17 09:45:02,362 ,-5232,2020,-5522,33264,13555,-356,76435,1977,-411,87841,490,0,278,-25,2,14,-2,5,11,0,2023-12-17 09:45:06,0,0,42.775,0,0.97125,0
2023-12-17 09:45:05,365 ,-5622,2020,-5722,33282,13559,-380,76430,1977,-406,87841,-390,0,-200,18,4,-24,-5,0,5,0,2023-12-17 09:45:06,0,0,-33.68333333,0,-0.341041667,0
2023-12-17 09:45:08,368 ,-12747,0,-17780,34365,13674,-3308,75800,2010,1499,87033,-7125,-2020,-12058,1083,115,-2928,-630,33,1905,-808,2023-12-17 09:45:16,26,0,-124.6833333,-16.83333333,-1.229166667,-0.140277778
2023-12-17 09:45:11,371 ,-15684,0,-17245,34317,13812,-5473,75044,2015,3817,85396,-2937,0,535,-48,138,-2165,-756,5,2318,-1637,2023-12-17 09:45:16,26,0,-238.225,-16.83333333,-2.948472222,-0.140277778
2023-12-17 09:45:14,374 ,-25818,0,-4909,33209,13634,-5075,74893,1933,4564,84314,-10134,0,12336,-1108,-178,398,-151,-82,747,-1082,2023-12-17 09:45:16,26,0,-168.3,-16.83333333,-1.270277778,-0.140277778
2023-12-17 09:45:17,377 ,-10496,0,-15531,34163,13806,-4924,75161,1961,3394,85440,15322,0,-10622,954,172,151,268,28,-1170,1126,2023-12-17 09:45:26,44,0,-9.65,-16.83333333,3.736458333,-0.140277778
2023-12-17 09:45:20,380 ,-11487,0,5767,32250,13995,-1854,75548,1851,2131,85858,-991,0,21298,-1913,189,3070,387,-110,-1263,418,2023-12-17 09:45:26,44,0,-7.4,-16.83333333,1.464861111,-0.140277778
2023-12-17 09:45:23,383 ,-3952,0,-4509,33173,14102,-1637,75761,1680,999,87138,7535,0,-10276,923,107,217,213,-171,-1132,1280,2023-12-17 09:45:26,44,0,-18.71666667,-16.83333333,0.345972222,-0.140277778
2023-12-17 09:45:29,389 ,-8238,0,-2761,33016,14416,-2871,75157,1834,2444,86358,-4286,0,1748,-157,314,-1234,-604,154,1445,-780,2023-12-17 09:45:36,52,0,-131.7333333,-16.83333333,-1.775763889,-0.140277778
2023-12-17 09:45:32,392 ,-2148,0,-868,32846,14078,-695,75851,1620,351,87253,6090,0,1893,-170,-338,2176,694,-214,-2093,895,2023-12-17 09:45:36,52,0,-176.0833333,-16.83333333,-3.109444444,-0.140277778
2023-12-17 09:45:38,398 ,2505,0,2460,32547,14084,1310,75820,1724,-1411,86929,4653,0,3328,-299,6,2005,-31,104,-1762,-324,2023-12-17 09:45:46,45,0,-83.40833333,-16.83333333,-1.710208333,-0.140277778
2023-12-17 09:45:41,401 ,3406,0,1503,32633,14292,1419,75606,1312,-1614,87319,901,0,-957,86,208,109,-214,-412,-203,390,2023-12-17 09:45:46,45,0,91.925,-16.83333333,1.412291667,-0.140277778
2023-12-17 09:45:44,404 ,-957,0,-9162,33591,14144,-563,75753,1587,-538,87346,-4363,0,-10665,958,-148,-1982,147,275,1076,27,2023-12-17 09:45:46,45,0,140.1,-16.83333333,2.590069444,-0.140277778
2023-12-17 09:45:47,407 ,-12244,0,-18337,34415,14883,-4019,74405,1027,2230,86616,-11287,0,-9175,824,739,-3456,-1348,-560,2768,-730,2023-12-17 09:45:56,47,0,106.3416667,-16.83333333,2.798125,-0.140277778
2023-12-17 09:45:50,410 ,2228,0,1324,32649,13594,486,76329,1884,-659,86605,14472,0,19661,-1766,-1289,4505,1924,857,-2889,-11,2023-12-17 09:45:56,47,0,-47.76666667,-16.83333333,-1.113958333,-0.140277778
2023-12-17 09:45:53,413 ,698,0,968,32681,14157,844,75795,1582,-1065,87011,-1530,0,-356,32,563,358,-534,-302,-406,406,2023-12-17 09:45:56,47,0,-26.84166667,-16.83333333,-0.529722222,-0.140277778
2023-12-17 09:45:56,416 ,1176,0,5856,32242,13647,2331,76100,1796,-2164,86462,478,0,4888,-439,-510,1487,305,214,-1099,-549,2023-12-17 09:45:56,47,0,-45.49166667,-16.83333333,-0.162569444,-0.140277778
2023-12-17 09:45:59,419 ,1480,0,2738,32522,13893,2649,75823,1620,-2752,86264,304,0,-3118,280,246,318,-277,-176,-588,-198,2023-12-17 09:46:06,18,0,-268.975,-16.83333333,-4.448125,-0.140277778
2023-12-17 09:46:02,422 ,7582,0,12002,31690,13451,5924,75198,1664,-5289,84155,6102,0,9264,-832,-442,3275,-625,44,-2537,-2109,2023-12-17 09:46:06,18,0,39.93333333,-16.83333333,0.047083333,-0.140277778
2023-12-17 09:46:05,425 ,12736,0,645,32710,13858,5742,74813,1362,-6124,83501,5154,0,-11357,1020,407,-182,-385,-302,-835,-654,2023-12-17 09:46:06,18,0,88.14166667,-16.83333333,1.765208333,-0.140277778
2023-12-17 09:46:08,428 ,5644,0,-4609,33182,13820,3740,75488,1505,-4559,84968,-7092,0,-5254,472,-38,-2002,675,143,1565,1467,2023-12-17 09:46:16,0,0,-55.20833333,-16.83333333,-1.543888889,-0.140277778
2023-12-17 09:46:11,431 ,-634,0,2082,32581,13870,3286,75690,1483,-3488,86044,-6278,0,6691,-601,50,-454,202,-22,1071,1076,2023-12-17 09:46:16,0,0,-203.7333333,-16.83333333,-3.554861111,-0.140277778
2023-12-17 09:46:14,434 ,-8127,0,-7437,33436,14035,17,75918,1532,-961,87819,-7493,0,-9519,855,165,-3269,228,49,2527,1775,2023-12-17 09:46:16,0,0,85.91666667,-16.83333333,1.964652778,-0.140277778
2023-12-17 09:46:17,437 ,-5800,0,-5076,33224,14017,-260,75973,1554,-472,88198,2327,0,2361,-212,-18,-277,55,22,489,379,2023-12-17 09:46:26,0,0,-109.75,-16.83333333,-0.674930556,-0.140277778
2023-12-17 09:46:20,440 ,-5099,0,-4987,33216,14020,-306,75971,1560,-417,88236,701,0,89,-8,3,-46,-2,6,55,38,2023-12-17 09:46:26,0,0,-172.9333333,-16.83333333,-1.673055556,-0.140277778
2023-12-17 09:46:23,443 ,-4642,0,-4420,33165,14017,-262,75975,1560,-411,88242,457,0,567,-51,-3,44,4,0,6,6,2023-12-17 09:46:26,0,0,-77,-16.83333333,-0.81875,-0.140277778
2023-12-17 09:46:26,446 ,-4609,0,-4798,33199,14028,-286,75964,1560,-422,88242,33,0,-378,34,11,-24,-11,0,-11,0,2023-12-17 09:46:26,0,0,81.925,-16.83333333,1.527013889,-0.140277778
2023-12-17 09:46:29,449 ,-4486,0,-4598,33181,14028,-261,75964,1560,-428,88242,123,0,200,-18,0,25,0,0,-6,0,2023-12-17 09:46:36,0,0,158.0083333,-16.83333333,3.150625,-0.140277778
