时间,X,原始重量,稳定重量,轴重,su_ad,wpu_x,wpu_y,wpu_z,su_x,su_y,su_z,原始重量_diff,稳定重量_diff,轴重_diff,su_ad_diff,wpu_x_diff,wpu_y_diff,wpu_z_diff,su_x_diff,su_y_diff,su_z_diff,轨迹时间,速度,估计重量,原始重量加速度,稳定重量加速度,原始重量加速度_二阶,稳定重量加速度_二阶
2023-12-17 10:00:32,1292 ,-4898,0,-4909,33209,14034,-386,75955,1604,-329,88209,-111,0,0,0,1,3,-1,6,-5,-5,2023-12-17 10:00:36,0,0,-1.2,0,-0.002222222,0
2023-12-17 10:00:35,1295 ,-4776,0,-4798,33199,14037,-380,75951,1604,-324,88220,122,0,111,-10,3,6,-4,0,5,11,2023-12-17 10:00:36,0,0,1.758333333,0,0.040902778,0
2023-12-17 10:00:38,1298 ,-4909,0,-4798,33199,14038,-380,75950,1609,-324,88214,-133,0,0,0,1,0,-1,5,0,-6,2023-12-17 10:00:46,0,0,-1.391666667,0,-0.024791667,0
2023-12-17 10:00:41,1301 ,-4854,0,-4520,33174,14033,-355,75957,1604,-324,88214,55,0,278,-25,-5,25,7,-5,0,0,2023-12-17 10:00:46,0,0,1.2,0,0.021597222,0
2023-12-17 10:00:44,1304 ,-4664,0,-4976,33215,14023,-391,75966,1604,-329,88214,190,0,-456,41,-10,-36,9,0,-5,0,2023-12-17 10:00:46,0,0,0.466666667,0,0.027083333,0
2023-12-17 10:00:47,1307 ,-4631,0,-4809,33200,14051,-381,75938,1604,-324,88209,33,0,167,-15,28,10,-28,0,5,-5,2023-12-17 10:00:56,0,0,2.416666667,0,0.030972222,0
2023-12-17 10:00:50,1310 ,-4843,0,-4854,33204,14041,-385,75948,1609,-324,88214,-212,0,-45,4,-10,-4,10,5,0,5,2023-12-17 10:00:56,0,0,0.65,0,0.034861111,0
2023-12-17 10:00:53,1313 ,-4798,0,-4542,33176,14044,-357,75946,1609,-324,88209,45,0,312,-28,3,28,-2,0,0,-5,2023-12-17 10:00:56,0,0,0.65,0,0.005416667,0
2023-12-17 10:00:56,1316 ,-4809,0,-4887,33207,14040,-387,75950,1609,-324,88209,-11,0,-345,31,-4,-30,4,0,0,0,2023-12-17 10:00:56,0,0,-0.183333333,0,-0.013680556,0
2023-12-17 10:00:59,1319 ,-4972,0,-4943,33212,14053,-391,75935,1604,-324,88214,-163,0,-56,5,13,-4,-15,-5,0,5,2023-12-17 10:01:06,0,0,-1.175,0,-0.022222222,0
2023-12-17 10:01:02,1322 ,-4831,0,-4809,33200,14030,-381,75960,1604,-324,88214,141,0,134,-12,-23,10,25,0,0,0,2023-12-17 10:01:06,0,0,-0.833333333,0,-0.006180556,0
2023-12-17 10:01:05,1325 ,-4798,0,-4876,33206,14040,-382,75949,1604,-329,88214,33,0,-67,6,10,-1,-11,0,-5,0,2023-12-17 10:01:06,0,0,-0.65,0,-0.003888889,0
2023-12-17 10:01:08,1328 ,-4887,0,-4742,33194,14044,-375,75945,1598,-324,88220,-89,0,134,-12,4,7,-4,-6,5,6,2023-12-17 10:01:16,0,0,1.391666667,0,0.020069444,0
2023-12-17 10:01:11,1331 ,-4932,0,-4798,33199,14025,-380,75964,1598,-324,88220,-45,0,-56,5,-19,-5,19,0,0,0,2023-12-17 10:01:16,0,0,0.55,0,0.002222222,0
2023-12-17 10:01:14,1334 ,-4754,0,-4598,33181,14052,-368,75937,1604,-318,88214,178,0,200,-18,27,12,-27,6,6,-6,2023-12-17 10:01:16,0,0,0.641666667,0,-0.001666667,0
2023-12-17 10:01:17,1337 ,-4932,0,-4787,33198,14039,-379,75951,1604,-324,88214,-178,0,-189,17,-13,-11,14,0,-6,0,2023-12-17 10:01:26,0,0,-1.208333333,0,-0.020902778,0
2023-12-17 10:01:20,1340 ,-4709,0,-4720,33192,14027,-368,75963,1604,-329,88214,223,0,67,-6,-12,11,12,0,-5,0,2023-12-17 10:01:26,0,0,1.116666667,0,0.012430556,0
2023-12-17 10:01:23,1343 ,-4887,0,-4831,33202,14046,-378,75943,1609,-329,88214,-178,0,-111,10,19,-10,-20,5,0,0,2023-12-17 10:01:26,0,0,-1.666666667,0,-0.031666667,0
2023-12-17 10:01:26,1346 ,-4776,0,-4854,33204,14046,-385,75943,1609,-324,88214,111,0,-23,2,0,-7,0,0,5,0,2023-12-17 10:01:26,0,0,0.65,0,0.007777778,0
2023-12-17 10:01:29,1349 ,-4731,0,-4620,33183,14043,-371,75946,1609,-318,88209,45,0,234,-21,-3,14,3,0,6,-5,2023-12-17 10:01:36,0,0,2.225,0,0.032430556,0
2023-12-17 10:01:32,1352 ,-4787,0,-4731,33193,14059,-369,75930,1609,-329,88214,-56,0,-111,10,16,2,-16,0,-11,5,2023-12-17 10:01:36,0,0,1.666666667,0,0.027013889,0
2023-12-17 10:01:35,1355 ,-4843,0,-4787,33198,14026,-374,75963,1604,-329,88220,-56,0,-56,5,-33,-5,33,-5,0,6,2023-12-17 10:01:36,0,0,-1.025,0,-0.030208333,0
2023-12-17 10:01:38,1358 ,-4731,0,-4687,33189,14034,-370,75955,1604,-324,88220,112,0,100,-9,8,4,-8,0,5,0,2023-12-17 10:01:46,0,0,0.833333333,0,0.001527778,0
2023-12-17 10:01:41,1361 ,-4831,0,-4731,33193,14061,-374,75929,1604,-324,88214,-100,0,-44,4,27,-4,-26,0,0,-6,2023-12-17 10:01:46,0,0,-2.033333333,0,-0.040138889,0
2023-12-17 10:01:44,1364 ,-5143,0,-5043,33221,14050,-396,75939,1604,-329,88214,-312,0,-312,28,-11,-22,10,0,-5,0,2023-12-17 10:01:46,0,0,-2.875,0,-0.033263889,0
2023-12-17 10:01:47,1367 ,-4965,0,-4976,33215,14043,-395,75946,1604,-324,88214,178,0,67,-6,-7,1,7,0,5,0,2023-12-17 10:01:56,0,0,-2.783333333,0,-0.024722222,0
2023-12-17 10:01:50,1370 ,-4765,0,-5076,33224,14032,-399,75957,1604,-329,88214,200,0,-100,9,-11,-4,11,0,-5,0,2023-12-17 10:01:56,0,0,0.091666667,0,-0.043263889,0
2023-12-17 10:01:53,1373 ,-4831,0,-4798,33199,14033,-380,75956,1604,-324,88214,-66,0,278,-25,1,19,-1,0,5,0,2023-12-17 10:01:56,0,0,0.1,0,0.003958333,0
2023-12-17 10:01:56,1376 ,-4698,0,-4676,33188,14055,-369,75934,1604,-324,88214,133,0,122,-11,22,11,-22,0,0,0,2023-12-17 10:01:56,0,0,2.966666667,0,0.044791667,0
2023-12-17 10:01:59,1379 ,-4854,0,-4709,33191,14045,-378,75944,1604,-318,88214,-156,0,-33,3,-10,-9,10,0,6,0,2023-12-17 10:02:06,0,0,-1.116666667,0,-0.037916667,0
2023-12-17 10:02:02,1382 ,-4620,0,-4798,33199,14026,-375,75964,1604,-329,88214,234,0,-89,8,-19,3,20,0,-11,0,2023-12-17 10:02:06,0,0,0.183333333,0,-0.022430556,0
2023-12-17 10:02:05,1385 ,-4943,0,-4954,33213,14028,-393,75961,1604,-324,88214,-323,0,-156,14,2,-18,-3,0,5,0,2023-12-17 10:02:06,0,0,-2.041666667,0,-0.008472222,0
2023-12-17 10:02:08,1388 ,-4542,0,-4965,33214,14041,-385,75948,1604,-335,88214,401,0,-11,1,13,8,-13,0,-11,0,2023-12-17 10:02:16,0,0,3.25,0,0.041041667,0
2023-12-17 10:02:11,1391 ,-4754,0,-4609,33182,14053,-362,75936,1604,-324,88220,-212,0,356,-32,12,23,-12,0,11,6,2023-12-17 10:02:16,0,0,1.575,0,0.0325,0
2023-12-17 10:02:14,1394 ,-4746,0,-4887,33207,14038,-394,75951,1598,-318,88220,8,0,-278,25,-15,-32,15,-6,6,0,2023-12-17 10:02:16,0,0,0.433333333,0,-0.001805556,0
2023-12-17 10:02:17,1397 ,-4731,0,-4798,33199,14045,-381,75944,1604,-324,88214,15,0,89,-8,7,13,-7,6,-6,-6,2023-12-17 10:02:26,0,0,0.375,0,0.00625,0
2023-12-17 10:02:20,1400 ,-5076,0,-4876,33206,14042,-382,75947,1609,-329,88209,-345,0,-78,7,-3,-1,3,5,-5,-5,2023-12-17 10:02:26,0,0,-2.408333333,0,-0.033958333,0
2023-12-17 10:02:23,1403 ,-5099,0,-5032,33220,14037,-400,75951,1604,-324,88214,-23,0,-156,14,-5,-18,4,-5,5,5,2023-12-17 10:02:26,0,0,-2.6,0,-0.035555556,0
2023-12-17 10:02:26,1406 ,-4765,0,-4754,33195,14041,-376,75948,1609,-324,88209,334,0,278,-25,4,24,-3,5,0,-5,2023-12-17 10:02:26,0,0,1.85,0,0.029305556,0
2023-12-17 10:02:29,1409 ,-4731,0,-4598,33181,14057,-362,75932,1609,-324,88214,34,0,156,-14,16,14,-16,0,0,5,2023-12-17 10:02:36,0,0,0.466666667,0,-0.004583333,0
2023-12-17 10:02:32,1412 ,-4909,0,-4876,33206,14047,-376,75943,1609,-335,88214,-178,0,-278,25,-10,-14,11,0,-11,0,2023-12-17 10:02:36,0,0,-0.091666667,0,0.009236111,0
2023-12-17 10:02:38,1418 ,-4865,0,-5065,33223,14034,-398,75954,1609,-329,88214,44,0,-189,17,-13,-22,11,0,6,0,2023-12-17 10:02:46,0,0,-0.741666667,0,-0.020833333,0
2023-12-17 10:02:41,1421 ,-4809,0,-4698,33190,14063,-371,75926,1604,-324,88214,56,0,367,-33,29,27,-28,-5,5,0,2023-12-17 10:02:46,0,0,0.833333333,0,0.018541667,0
2023-12-17 10:02:44,1424 ,-4787,0,-4976,33215,14047,-401,75941,1609,-318,88214,22,0,-278,25,-16,-30,15,5,6,0,2023-12-17 10:02:46,0,0,0.558333333,0,-0.005347222,0
2023-12-17 10:02:47,1427 ,-4742,0,-4932,33211,14043,-391,75946,1609,-324,88209,45,0,44,-4,-4,10,5,0,-6,-5,2023-12-17 10:02:56,0,0,-0.65,0,-0.009305556,0
2023-12-17 10:02:50,1430 ,-5054,0,-4865,33205,14037,-381,75952,1609,-329,88214,-312,0,67,-6,-6,10,6,0,-5,5,2023-12-17 10:02:56,0,0,-3.525,0,-0.049513889,0
2023-12-17 10:02:53,1433 ,-4898,0,-4876,33206,14049,-382,75940,1604,-329,88214,156,0,-11,1,12,-1,-12,-5,0,0,2023-12-17 10:02:56,0,0,-0.458333333,0,-0.009236111,0
2023-12-17 10:02:56,1436 ,-4976,0,-5010,33218,14045,-398,75943,1609,-324,88209,-78,0,-134,12,-4,-16,3,5,5,-5,2023-12-17 10:02:56,0,0,-1.483333333,0,-0.017777778,0
2023-12-17 10:02:59,1439 ,-4820,0,-4876,33206,14045,-382,75944,1609,-329,88209,156,0,134,-12,0,16,1,0,-5,0,2023-12-17 10:03:06,0,0,-0.091666667,0,0.000763889,0
2023-12-17 10:03:02,1442 ,-4940,0,-4865,33205,14058,-386,75931,1609,-324,88209,-120,0,11,-1,13,-4,-13,0,5,0,2023-12-17 10:03:06,0,0,0.266666667,0,0.012013889,0
2023-12-17 10:03:05,1445 ,-4742,0,-4787,33198,14041,-374,75948,1609,-329,88214,198,0,78,-7,-17,12,17,0,-5,5,2023-12-17 10:03:06,0,0,0.741666667,0,0.013125,0
2023-12-17 10:03:08,1448 ,-4653,0,-4820,33201,14043,-382,75946,1609,-324,88214,89,0,-33,3,2,-8,-2,0,5,0,2023-12-17 10:03:16,0,0,1.208333333,0,0.015486111,0
2023-12-17 10:03:11,1451 ,-4965,0,-4865,33205,14037,-381,75952,1604,-329,88220,-312,0,-45,4,-6,1,6,-5,-5,6,2023-12-17 10:03:16,0,0,-0.65,0,-0.017013889,0
2023-12-17 10:03:14,1454 ,-4876,0,-4709,33191,14042,-367,75948,1604,-329,88214,89,0,156,-14,5,14,-4,0,0,-6,2023-12-17 10:03:16,0,0,0.466666667,0,-0.000694444,0
2023-12-17 10:03:17,1457 ,-4664,0,-4776,33197,14056,-373,75933,1609,-329,88209,212,0,-67,6,14,-6,-15,5,0,-5,2023-12-17 10:03:26,0,0,0.75,0,0.000902778,0
2023-12-17 10:03:20,1460 ,-4754,0,-4765,33196,14058,-372,75931,1604,-329,88214,-90,0,11,-1,2,1,-2,-5,0,5,2023-12-17 10:03:26,0,0,1.483333333,0,0.022430556,0
2023-12-17 10:03:23,1463 ,-4876,0,-4620,33183,14055,-364,75935,1604,-324,88214,-122,0,145,-13,-3,8,4,0,5,0,2023-12-17 10:03:26,0,0,-1.391666667,0,-0.020902778,0
2023-12-17 10:03:26,1466 ,-4965,0,-5076,33224,14047,-404,75941,1604,-324,88220,-89,0,-456,41,-8,-40,6,0,0,6,2023-12-17 10:03:26,0,0,-0.65,0,0.008472222,0
2023-12-17 10:03:29,1469 ,-5043,0,-4876,33206,14054,-387,75935,1604,-324,88220,-78,0,200,-18,7,17,-6,0,0,0,2023-12-17 10:03:36,0,0,-2.225,0,-0.023958333,0
2023-12-17 10:03:32,1472 ,-4831,0,-4809,33200,14037,-381,75952,1604,-324,88220,212,0,67,-6,-17,6,17,0,0,0,2023-12-17 10:03:36,0,0,-0.833333333,0,-0.025486111,0
2023-12-17 10:03:35,1475 ,-4898,0,-4965,33214,14033,-389,75956,1604,-329,88214,-67,0,-156,14,-4,-8,4,0,-5,-6,2023-12-17 10:03:36,0,0,-0.925,0,-0.021597222,0
2023-12-17 10:03:38,1478 ,-4843,0,-5032,33220,14042,-389,75947,1604,-335,88220,55,0,-67,6,9,0,-9,0,-6,6,2023-12-17 10:03:46,0,0,0,0,0.008541667,0
2023-12-17 10:03:41,1481 ,-5177,0,-5154,33231,14037,-406,75951,1604,-329,88220,-334,0,-122,11,-5,-17,4,0,6,0,2023-12-17 10:03:46,0,0,-3.716666667,0,-0.037916667,0
2023-12-17 10:03:44,1484 ,-4843,0,-4831,33202,14038,-383,75952,1604,-324,88220,334,0,323,-29,1,23,1,0,5,0,2023-12-17 10:03:46,0,0,-0.1,0,0.016111111,0
2023-12-17 10:03:47,1487 ,-4865,0,-4754,33195,14039,-371,75950,1609,-329,88214,-22,0,77,-7,1,12,-2,5,-5,-6,2023-12-17 10:03:56,0,0,2.316666667,0,0.043263889,0
2023-12-17 10:03:50,1490 ,-5088,0,-4898,33208,14038,-378,75951,1609,-335,88214,-223,0,-144,13,-1,-7,1,0,-6,0,2023-12-17 10:03:56,0,0,-1.025,0,0.014652778,0
2023-12-17 10:03:53,1493 ,-4798,0,-4932,33211,14053,-381,75936,1609,-335,88214,290,0,-34,3,15,-3,-15,0,0,0,2023-12-17 10:03:56,0,0,-0.275,0,-0.003055556,0
2023-12-17 10:03:56,1496 ,-4876,0,-5010,33218,14049,-393,75939,1609,-329,88214,-78,0,-78,7,-4,-12,3,0,6,0,2023-12-17 10:03:56,0,0,-0.375,0,-0.003958333,0
2023-12-17 10:03:59,1499 ,-4731,0,-4987,33216,14050,-386,75939,1604,-335,88209,145,0,23,-2,1,7,0,-5,-6,-5,2023-12-17 10:04:06,0,0,-0.275,0,-0.027013889,0
2023-12-17 10:04:02,1502 ,-5010,0,-4765,33196,14066,-366,75924,1609,-335,88214,-279,0,222,-20,16,20,-15,5,0,5,2023-12-17 10:04:06,0,0,-1.3,0,-0.001527778,0
2023-12-17 10:04:05,1505 ,-5143,0,-4865,33205,14040,-380,75949,1609,-329,88214,-133,0,-100,9,-26,-14,25,0,6,0,2023-12-17 10:04:06,0,0,-4.358333333,0,-0.037847222,0
2023-12-17 10:04:08,1508 ,-7047,0,-10621,33722,14136,-1714,75719,1625,527,87951,-1904,0,-5756,517,96,-1334,-230,16,856,-263,2023-12-17 10:04:16,0,0,-17.53333333,0,-0.129097222,0
2023-12-17 10:04:11,1511 ,-12580,0,-7158,33411,14117,-1982,75685,1636,1131,87698,-5533,0,3463,-311,-19,-268,-34,11,604,-253,2023-12-17 10:04:16,0,0,-66.98333333,0,-0.585277778,0
2023-12-17 10:04:14,1514 ,-5188,0,-5433,33256,14033,-534,75944,1571,-225,88148,7392,0,1725,-155,-84,1448,259,-65,-1356,450,2023-12-17 10:04:16,0,0,-3.616666667,0,-0.043263889,0
2023-12-17 10:04:17,1517 ,-2271,0,-33,32771,13977,1106,75933,1571,-1433,87604,2917,0,5400,-485,-56,1640,-11,0,-1208,-544,2023-12-17 10:04:26,0,0,20.625,0,0.168263889,0
2023-12-17 10:04:20,1520 ,-2523,0,-2616,33003,14017,284,75967,1587,-812,88027,-252,0,-2583,232,40,-822,34,16,621,423,2023-12-17 10:04:26,0,0,18.4,0,0.150208333,0
2023-12-17 10:04:23,1523 ,-5076,0,-4609,33182,14048,-577,75932,1598,-104,88220,-2553,0,-1993,179,31,-861,-35,11,708,193,2023-12-17 10:04:26,0,0,0,0,0.020069444,0
2023-12-17 10:04:26,1526 ,-4063,0,-3495,33082,14061,-560,75921,1576,-21,88275,1013,0,1114,-100,13,17,-11,-22,83,55,2023-12-17 10:04:26,0,0,8.633333333,0,0.093611111,0
2023-12-17 10:04:29,1529 ,-3896,0,-3696,33100,14057,-589,75924,1598,-10,88258,167,0,-201,18,-4,-29,3,22,11,-17,2023-12-17 10:04:36,10,0,7.241666667,0,0.044930556,0
2023-12-17 10:04:32,1532 ,-7715,0,-22167,34759,14192,-4608,74764,1642,2515,86401,-3819,0,-18471,1659,135,-4019,-1160,44,2525,-1857,2023-12-17 10:04:36,10,0,-24.86666667,0,-0.211111111,0
2023-12-17 10:04:35,1535 ,-15186,0,-3384,33072,13858,-2453,75768,1829,1933,86852,-7471,0,18783,-1687,-334,2155,1004,187,-582,451,2023-12-17 10:04:36,10,0,-85.64166667,0,-0.712916667,0
2023-12-17 10:04:38,1538 ,-1391,0,-3083,33045,13285,-450,76673,2048,-93,87462,13795,0,301,-27,-573,2003,905,219,-2026,610,2023-12-17 10:04:41,9,0,28.95,0,0.247430556,0
2023-12-17 10:04:41,1541 ,-8828,0,-7726,33462,12034,-524,77934,2785,-428,86764,-7437,0,-4643,417,-1251,-74,1261,737,-335,-698,2023-12-17 10:04:41,9,0,-33.49166667,0,-0.286041667,0
2023-12-17 10:04:44,1544 ,-8027,0,-12425,33884,10842,-455,79128,3817,-922,85863,801,0,-4699,422,-1192,69,1194,1032,-494,-901,2023-12-17 10:04:46,8,0,-27,0,-0.229652778,0
2023-12-17 10:04:47,1547 ,-4542,0,-3228,33058,13170,534,76808,2752,-1115,86835,3485,0,9197,-826,2328,989,-2320,-1065,-193,972,2023-12-17 10:04:55,0,0,1.666666667,0,0.019305556,0
2023-12-17 10:04:50,1550 ,-3252,0,-5154,33231,13733,772,76223,1966,-1543,87269,1290,0,-1926,173,563,238,-585,-786,-428,434,2023-12-17 10:04:55,0,0,15.01666667,0,0.154513889,0
2023-12-17 10:04:53,1553 ,1590,0,-3495,33082,13938,1146,75931,1625,-1768,87291,4842,0,1659,-149,205,374,-292,-341,-225,22,2023-12-17 10:04:55,0,0,54.06666667,0,0.454375,0
2023-12-17 10:04:56,1556 ,-4319,0,-4364,33160,14008,-222,75943,1625,-450,87923,-5909,0,-869,78,70,-1368,12,0,1318,632,2023-12-17 10:05:05,0,0,5.475,0,0.057986111,0
2023-12-17 10:04:59,1559 ,-3273,0,-2894,33028,14013,-481,75971,1631,-49,88187,1046,0,1470,-132,5,-259,28,6,401,264,2023-12-17 10:05:05,0,0,12.89166667,0,0.108194444,0
2023-12-17 10:05:02,1562 ,-2527,0,-2449,32988,14003,-490,75983,1636,0,88225,746,0,445,-40,-10,-9,12,5,49,38,2023-12-17 10:05:05,0,0,20.10833333,0,0.165347222,0
2023-12-17 10:05:05,1565 ,-2627,0,-2516,32994,14013,-495,75973,1636,0,88225,-100,0,-67,6,10,-5,-10,0,0,0,2023-12-17 10:05:05,0,0,17.625,0,0.140694444,0
2023-12-17 10:05:08,1568 ,-2527,0,-2538,32996,14010,-497,75976,1642,0,88225,100,0,-22,2,-3,-2,3,6,0,0,2023-12-17 10:05:15,0,0,17.71666667,0,0.137569444,0
2023-12-17 10:05:11,1571 ,-2527,0,-2538,32996,14013,-497,75972,1636,0,88225,0,0,0,0,3,0,-4,-6,0,0,2023-12-17 10:05:15,0,0,20.31666667,0,0.174722222,0
2023-12-17 10:05:14,1574 ,-2928,0,-3061,33043,14011,-543,75973,1636,0,88225,-401,0,-523,47,-2,-46,1,0,0,0,2023-12-17 10:05:15,0,0,16.23333333,0,0.131388889,0
2023-12-17 10:05:17,1577 ,-2939,0,-2861,33025,14019,-524,75965,1631,0,88231,-11,0,200,-18,8,19,-8,-5,0,6,2023-12-17 10:05:25,0,0,14.375,0,0.113541667,0
2023-12-17 10:05:20,1580 ,-2652,0,-2538,32996,14003,-497,75982,1642,0,88225,287,0,323,-29,-16,27,17,11,0,-6,2023-12-17 10:05:25,0,0,17.51666667,0,0.133611111,0
2023-12-17 10:05:23,1583 ,-2894,0,-3050,33042,13993,-543,75990,1636,0,88225,-242,0,-512,46,-10,-46,8,-6,0,0,2023-12-17 10:05:25,0,0,16.51666667,0,0.149236111,0
2023-12-17 10:05:26,1586 ,-3017,0,-3017,33039,14007,-539,75976,1636,0,88225,-123,0,33,-3,14,4,-14,0,0,0,2023-12-17 10:05:35,0,0,16.23333333,0,0.140694444,0
2023-12-17 10:05:32,1592 ,-2683,0,-2950,33033,13989,-533,75995,1636,0,88225,334,0,67,-6,-18,6,19,0,0,0,2023-12-17 10:05:35,0,0,19.66666667,0,0.182430556,0
2023-12-17 10:05:35,1595 ,-2983,0,-3061,33043,14018,-543,75966,1636,0,88225,-300,0,-111,10,29,-10,-29,0,0,0,2023-12-17 10:05:35,0,0,15.4,0,0.135277778,0
2023-12-17 10:05:38,1598 ,-2950,0,-2727,33013,14012,-514,75972,1636,0,88225,33,0,334,-30,-6,29,6,0,0,0,2023-12-17 10:05:45,0,0,16.23333333,0,0.142986111,0
2023-12-17 10:05:41,1601 ,-2571,0,-2705,33011,14019,-512,75966,1631,0,88236,379,0,22,-2,7,2,-6,-5,0,11,2023-12-17 10:05:45,0,0,18.93333333,0,0.157777778,0
2023-12-17 10:05:44,1604 ,-2950,0,-3106,33047,13994,-547,75989,1636,0,88225,-379,0,-401,36,-25,-35,23,5,0,-11,2023-12-17 10:05:45,0,0,18.55833333,0,0.185625,0
2023-12-17 10:05:47,1607 ,-2582,0,-2582,33000,14009,-501,75977,1636,0,88225,368,0,524,-47,15,46,-12,0,0,0,2023-12-17 10:05:55,0,0,18.84166667,0,0.157847222,0
2023-12-17 10:05:50,1610 ,-2449,0,-2605,33002,14021,-504,75963,1636,0,88225,133,0,-23,2,12,-3,-14,0,0,0,2023-12-17 10:05:55,0,0,20.13333333,0,0.148472222,0
2023-12-17 10:05:53,1613 ,-2326,0,-2349,32979,14015,-481,75970,1636,0,88225,123,0,256,-23,-6,23,7,0,0,0,2023-12-17 10:05:55,0,0,23.01666667,0,0.200347222,0
2023-12-17 10:05:56,1616 ,-2672,0,-2716,33012,14010,-513,75975,1631,0,88231,-346,0,-367,33,-5,-32,5,-5,0,6,2023-12-17 10:06:05,0,0,17.71666667,0,0.149930556,0
2023-12-17 10:05:58,1618 ,-3104,0,-3006,33038,14018,-537,75967,1631,0,88236,-432,0,-290,26,8,-24,-8,0,0,5,2023-12-17 10:06:05,0,0,14.76666667,0,0.126180556,0
2023-12-17 10:06:02,1622 ,-2349,0,-2415,32985,14016,-487,75970,1636,0,88225,755,0,591,-53,-2,50,3,5,0,-11,2023-12-17 10:06:05,0,0,19.85,0,0.167708333,0
2023-12-17 10:06:05,1625 ,-2727,0,-2683,33009,14020,-510,75965,1636,0,88225,-378,0,-268,24,4,-23,-5,0,0,0,2023-12-17 10:06:05,0,0,19.025,0,0.169375,0
2023-12-17 10:06:08,1628 ,-2741,0,-2527,32995,14009,-496,75976,1636,0,88220,-14,0,156,-14,-11,14,11,0,0,-5,2023-12-17 10:06:15,0,0,20.01666667,0,0.203125,0
2023-12-17 10:06:11,1631 ,-2594,0,-2482,32991,13997,-492,75988,1642,0,88220,147,0,45,-4,-12,4,12,6,0,0,2023-12-17 10:06:15,0,0,37.10833333,0,0.455347222,0
2023-12-17 10:06:14,1634 ,-2605,0,-2449,32988,14007,-489,75979,1636,0,88225,-11,0,33,-3,10,3,-9,-6,0,5,2023-12-17 10:06:15,0,0,83.125,0,1.250902778,0
2023-12-17 10:06:17,1637 ,-2438,0,-2605,33002,14006,-503,75979,1636,0,88225,167,0,-156,14,-1,-14,0,0,0,0,2023-12-17 10:06:25,0,0,22.91666667,0,0.221111111,0
2023-12-17 10:06:20,1640 ,-2605,0,-2705,33011,14024,-512,75961,1642,0,88220,-167,0,-100,9,18,-9,-18,6,0,-5,2023-12-17 10:06:25,0,0,-2.783333333,0,-0.195069444,0
2023-12-17 10:06:23,1643 ,-2549,0,-2571,32999,14015,-500,75970,1636,0,88220,56,0,134,-12,-9,12,9,-6,0,0,2023-12-17 10:06:25,0,0,-0.216666667,0,-0.155138889,0
2023-12-17 10:06:26,1646 ,-2872,0,-2705,33011,14020,-511,75965,1636,0,88225,-323,0,-134,12,5,-11,-5,0,0,5,2023-12-17 10:06:35,0,0,18.36666667,0,0.153055556,0
2023-12-17 10:06:29,1649 ,-2761,0,-2994,33037,14008,-538,75976,1636,0,88225,111,0,-289,26,-12,-27,11,0,0,0,2023-12-17 10:06:35,0,0,10.85,0,0.018472222,0
2023-12-17 10:06:32,1652 ,-3050,0,-2727,33013,14023,-513,75962,1642,0,88220,-289,0,267,-24,15,25,-14,6,0,-5,2023-12-17 10:06:35,0,0,7.05,0,-0.001597222,0
2023-12-17 10:06:35,1655 ,-2749,0,-2672,33008,14020,-509,75965,1636,0,88220,301,0,55,-5,-3,4,3,-6,0,0,2023-12-17 10:06:35,0,0,41.38333333,0,0.552083333,0
2023-12-17 10:06:38,1658 ,-2672,0,-2560,32998,14031,-499,75954,1631,0,88231,77,0,112,-10,11,10,-11,-5,0,11,2023-12-17 10:06:45,7,0,104.2833333,0,1.582708333,0
2023-12-17 10:06:41,1661 ,-5177,0,-13315,33964,14135,-2812,75467,1669,1395,87434,-2505,0,-10755,966,104,-2313,-487,38,1395,-797,2023-12-17 10:06:45,7,0,-31.55,0,-0.504166667,0
2023-12-17 10:06:44,1664 ,-10565,0,-12258,33869,14161,-4007,75225,1686,2746,86539,-5388,0,1057,-95,26,-1195,-242,17,1351,-895,2023-12-17 10:06:45,7,0,-14.475,0,0.158472222,0
2023-12-17 10:06:47,1667 ,-5299,0,-6468,33349,14309,-2346,75472,1571,1554,87561,5266,0,5790,-520,148,1661,247,-115,-1192,1022,2023-12-17 10:06:55,12,0,22.73333333,0,0.414444444,0
2023-12-17 10:06:50,1670 ,-2616,0,779,32698,14079,-14,75863,1576,-203,87808,2683,0,7247,-651,-230,2332,391,5,-1757,247,2023-12-17 10:06:55,12,0,16.05,0,0.119861111,0
2023-12-17 10:06:53,1673 ,-333,0,-768,32837,14124,698,75848,1422,-1071,87945,2283,0,-1547,139,45,712,-15,-154,-868,137,2023-12-17 10:06:55,12,0,24.325,0,0.077569444,0
2023-12-17 10:06:56,1676 ,3395,0,4297,32382,14094,2519,75644,1466,-2504,86852,3728,0,5065,-455,-30,1821,-204,44,-1433,-1093,2023-12-17 10:07:05,0,0,15.04166667,0,-0.325208333,0
2023-12-17 10:06:59,1679 ,-1759,0,4152,32395,13976,2847,75666,1461,-2828,86599,-5154,0,-145,13,-118,328,22,-5,-324,-253,2023-12-17 10:07:05,0,0,21.33333333,0,0.132152778,0
2023-12-17 10:07:02,1682 ,-8458,0,-8918,33569,14087,141,75829,1510,-1224,87626,-6699,0,-13070,1174,111,-2706,163,49,1604,1027,2023-12-17 10:07:05,0,0,-43.20833333,0,-0.4675,0
2023-12-17 10:07:05,1685 ,-6891,0,-6479,33350,14113,-293,75875,1532,-565,88170,1567,0,2439,-219,26,-434,46,22,659,544,2023-12-17 10:07:05,0,0,-36.36666667,0,-0.470625,0
